Resource,Zone,AnnualSum,Capacity,CapacityFactor
CNQ_BATTERY,1,60513.52685785233,52.0,0.0
GG_BATTERY,2,0.0,0.0,0.0
SQ_BATTERY,3,229793.66217950996,200.0,0.0
NNSW_BATTERY,4,0.0,0.0,0.0
CNSW_BATTERY,5,0.0,0.0,0.0
SNW_BATTERY,6,44810.682675512195,50.0,0.0
SNSW_BATTERY,7,315600.2860909741,310.32,0.0
VIC_BATTERY,8,577950.5547394054,580.4,0.0
SA_BATTERY,9,511032.3896099725,512.43,0.0
TAS_BATTERY,10,0.0,0.0,0.0
CNQ_PH,1,0.0,0.0,0.0
GG_PH,2,0.0,0.0,0.0
SQ_PH,3,850701.1626647736,570.0,0.0
NNSW_PH,4,0.0,0.0,0.0
CNSW_PH,5,0.0,0.0,0.0
SNW_PH,6,0.0,0.0,0.0
SNSW_PH,7,377453.89094262436,250.0,0.0
VIC_PH,8,0.0,0.0,0.0
SA_PH,9,0.0,0.0,0.0
TAS_PH,10,0.0,0.0,0.0
CNQ_PH_NEW,1,0.0,0.0,0.0
SNSW_PH_SNOWY,7,0.0,0.0,0.0
TAS_PH_NEW,10,0.0,0.0,0.0
